Feature,SHAP Importance,SHAP Percentage
HRV_pNN50,0.04663333294657988,8.360764188219193
HRV_HF,0.04540087232107913,8.139799654698058
SCR_Amplitude_norm,0.044876318953146505,8.045753899520214
HRV_madNN,0.043155259172125385,7.7371897443604425
HRV_pNN20_norm,0.04029168820283634,7.22378784709777
SCR_Amplitude,0.03663233979770127,6.567713164790207
HRV_pNN20,0.03448828671506331,6.18331168416914
EDA_Tonic_norm,0.033256335478114116,5.962438477544252
HRV_VLF_norm,0.03310443351552618,5.935204385347148
HRV_minNN,0.029070286890893384,5.211933143553376
SCR_Onsets_norm,0.025849762277090738,4.634533992409614
HRV_MeanNN,0.02284401297689553,4.095641326585692
SCR_Onsets,0.021867631979962138,3.920588617345077
HRV_minNN_norm,0.018792368197285008,3.369232887893186
SCR_Phasic_norm,0.016574469148090874,2.9715917635748843
HRV_LF,0.014522207636023207,2.6036473454778215
EDA_Tonic,0.013097426471061732,2.3482021823858967
SCR_Phasic,0.010975680299619634,1.9678000475651798
HRV_prc80NN,0.010939956799159717,1.9613952777481638
HRV_maxNN,0.0093336149824026,1.673398596254978
HRV_LF_norm,0.003380197436363568,0.6060264598164762
HRV_LFHF,0.0026775199535124935,0.48004531364321856
HRV_pNN50_norm,0.0,0.0
HRV_HF_norm,0.0,0.0
HRV_VLF,0.0,0.0
