Feature,SHAP Importance,SHAP Percentage
EDA_Tonic,0.087320538316516,16.44920906955281
HRV_LF_norm,0.08422174862329743,15.865467369042857
HRV_VLF_norm,0.07653246293943589,14.416980332111311
HRV_pNN20,0.06263746366582408,11.799477594731894
HRV_minNN,0.061131869107400746,11.515857725421007
HRV_pNN50,0.060199419294977234,11.340205327862222
HRV_pNN20_norm,0.045256263219756857,8.52525362028936
HRV_LF,0.027001960550763072,5.086556988200675
HRV_minNN_norm,0.020938528194033856,3.94434384524682
EDA_Tonic_norm,0.005609210071147259,1.05664796569275
HRV_maxNN,2.0429652297146247e-10,3.848483167109232e-08
HRV_HF_norm,1.0336904044585709e-10,1.94723829054929e-08
SCR_Phasic_norm,1.0185956377439904e-10,1.9188031734129017e-08
HRV_MeanNN,1.0116974382160119e-10,1.9058085299502256e-08
SCR_Onsets_norm,6.603100909273937e-11,1.2438744590682103e-08
SCR_Phasic,6.515226474179177e-11,1.2273209084075043e-08
HRV_pNN50_norm,5.5106521578809564e-11,1.038081890035958e-08
HRV_VLF,5.2825821639585496e-11,9.95118675598104e-09
SCR_Amplitude_norm,5.074797033597912e-11,9.559766694132893e-09
HRV_madNN,5.0692766818562646e-11,9.549367603416496e-09
SCR_Amplitude,3.763575556598972e-12,7.089722804405307e-10
HRV_prc80NN,3.5105041111502165e-12,6.612993595449761e-10
HRV_HF,6.45603997788305e-13,1.2161715148004662e-10
SCR_Onsets,0.0,0.0
HRV_LFHF,0.0,0.0
