Feature,SHAP Importance,SHAP Percentage
HRV_VLF,0.030773911763859654,8.79755487407822
SCR_Amplitude_norm,0.024897305227841723,7.117567978986782
HRV_VLF_norm,0.024133808748096605,6.899301863574979
HRV_LF,0.02349147956859106,6.7156746975753006
HRV_pNN20,0.022535221686889692,6.4423025227087525
HRV_minNN,0.02039073566862786,5.829243202622311
EDA_Tonic_norm,0.020036178764077428,5.727883523433625
HRV_LF_norm,0.019128922824202102,5.468519878761708
HRV_pNN50,0.018965871331104913,5.421907200177652
EDA_Tonic,0.018371865006438483,5.252094428993343
HRV_madNN,0.01736680588925076,4.964771101266915
SCR_Amplitude,0.01694019489827369,4.842812812967236
HRV_HF,0.015003411021371597,4.289130766725511
HRV_pNN50_norm,0.013343420642960147,3.8145776271513894
SCR_Onsets,0.013201519204054752,3.7740112635034975
SCR_Phasic_norm,0.01191710985942849,3.4068281189999596
HRV_HF_norm,0.01020965641648078,2.9187063789192216
HRV_minNN_norm,0.009751067837564763,2.7876064323606826
SCR_Onsets_norm,0.006044090871466906,1.7278668215358652
SCR_Phasic,0.0055449342370752575,1.5851693992673757
HRV_MeanNN,0.0030542123830849277,0.8731292025355728
HRV_prc80NN,0.0020340890193436306,0.5814993525604091
HRV_LFHF,0.001582756193232061,0.45247365915303506
HRV_maxNN,0.0010821676657047884,0.30936689151008867
HRV_pNN20_norm,2.205791923905338e-12,6.305852710653883e-10
