Feature,SHAP Importance,SHAP Percentage
HRV_pNN50,0.1302565748211636,13.127420804632656
HRV_pNN20,0.10126943616164791,10.206060653499069
HRV_pNN20_norm,0.07315525968994652,7.372678725358868
SCR_Amplitude,0.07064565649363766,7.119757771035995
HRV_pNN50_norm,0.06577152804557525,6.62853699940589
EDA_Tonic,0.058195773857239,5.865043000893426
HRV_minNN,0.05429500854949802,5.4719189860394115
HRV_LF_norm,0.050910110369871094,5.130784706669599
HRV_HF_norm,0.050783213392498194,5.11799587030493
HRV_madNN,0.046985895767271295,4.735297442500865
HRV_HF,0.046576636784735025,4.694051809493812
HRV_minNN_norm,0.03793383358660006,3.8230192749034093
SCR_Phasic_norm,0.0338157973815007,3.4079984268020937
SCR_Amplitude_norm,0.030684365495444257,3.092408798057853
HRV_LF,0.030325310324047776,3.056222768036163
EDA_Tonic_norm,0.02869883050542123,2.8923040941521934
HRV_MeanNN,0.02821428476587554,2.8434709674494423
SCR_Onsets_norm,0.025318448455460163,2.5516249559882156
SCR_Phasic,0.022802909909500686,2.298105829691349
HRV_maxNN,0.005609159280125556,0.5652980997812542
HRV_VLF_norm,7.298235813116635e-11,7.355253489642357e-09
SCR_Onsets,7.246910776802932e-11,7.303527475010997e-09
HRV_prc80NN,6.397303442350174e-12,6.447282558900129e-10
HRV_VLF,5.8004453711816e-17,5.845761516939011e-15
HRV_LFHF,1.644662163653365e-17,1.6575111339583182e-15
