Feature,SHAP Importance,SHAP Percentage
HRV_pNN20,0.06130875037957417,13.090286634709583
SCR_Amplitude_norm,0.05715488957301707,12.20337851373385
HRV_LF_norm,0.055213999002919546,11.788970884612672
HRV_minNN,0.05277149057172718,11.267460736810749
EDA_Tonic,0.04774234556428499,10.19366704068495
SCR_Amplitude,0.04748378122512285,10.138459891751209
HRV_LF,0.04266155933643492,9.10884721251242
HRV_VLF_norm,0.03997209544115037,8.534608575042055
HRV_pNN20_norm,0.03922419203555253,8.374920604014466
HRV_minNN_norm,0.02481989845070109,5.299399889127511
HRV_VLF,1.8200973288352436e-11,3.886165610946854e-09
HRV_LFHF,1.2698700763383441e-11,2.7113524880532597e-09
SCR_Onsets,1.1034836434336513e-11,2.3560938854289024e-09
SCR_Phasic,1.1027192381288602e-11,2.3544617718263813e-09
HRV_madNN,6.103030594231943e-12,1.3030834803234655e-09
HRV_maxNN,4.9159935000983924e-12,1.049634246534844e-09
HRV_pNN50_norm,4.744409711920825e-12,1.0129986773019412e-09
HRV_HF,4.478463648547951e-12,9.562154256882627e-10
SCR_Onsets_norm,2.187410289480119e-12,4.670430811218682e-10
HRV_prc80NN,1.325622168048571e-12,2.830391101049461e-10
HRV_pNN50,1.325018474760558e-12,2.8291021303673617e-10
SCR_Phasic_norm,9.955437251894491e-13,2.1256268704602735e-10
HRV_HF_norm,5.853225997166219e-13,1.2497466604076592e-10
EDA_Tonic_norm,0.0,0.0
HRV_MeanNN,0.0,0.0
